"RdRp_ID","taxonomy","bitscore","Contig","Class"
"T0-R-Dry-soil-A_NODE_15_length_3692_cov_10.814692_3","Levivirales",434.8,"T0-R-Dry-soil-A_NODE_15_length_3692_cov_10.814692","Leviviricetes"
"T0-R-Dry-soil-A_NODE_1692_length_1092_cov_9.311459_1","Tolivirales",95.9,"T0-R-Dry-soil-A_NODE_1692_length_1092_cov_9.311459","Tolucaviricetes"
"T0-R-Dry-soil-A_NODE_16_length_3550_cov_11.920954_3","Levivirales",478,"T0-R-Dry-soil-A_NODE_16_length_3550_cov_11.920954","Leviviricetes"
"T0-R-Dry-soil-A_NODE_1700_length_1091_cov_1.897059_1","Levivirales",165.9,"T0-R-Dry-soil-A_NODE_1700_length_1091_cov_1.897059","Leviviricetes"
"T0-R-Dry-soil-A_NODE_1772_length_1078_cov_6.886792_1","Cryppavirales",76.6,"T0-R-Dry-soil-A_NODE_1772_length_1078_cov_6.886792","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_1871_length_1064_cov_4.785498_1","Ourlivirales",341.4,"T0-R-Dry-soil-A_NODE_1871_length_1064_cov_4.785498","Miaviricetes"
"T0-R-Dry-soil-A_NODE_18_length_3503_cov_23.938228_1","Cryppavirales",463.8,"T0-R-Dry-soil-A_NODE_18_length_3503_cov_23.938228","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_1_length_9631_cov_21.758159_1","Picornavirales",315.7,"T0-R-Dry-soil-A_NODE_1_length_9631_cov_21.758159","Pisoniviricetes"
"T0-R-Dry-soil-A_NODE_2141_length_1028_cov_3.316614_1","Levivirales",378.8,"T0-R-Dry-soil-A_NODE_2141_length_1028_cov_3.316614","Leviviricetes"
"T0-R-Dry-soil-A_NODE_21_length_3306_cov_32.135085_1","Cryppavirales",504,"T0-R-Dry-soil-A_NODE_21_length_3306_cov_32.135085","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_2375_length_997_cov_2.442765_1","Levivirales",284.5,"T0-R-Dry-soil-A_NODE_2375_length_997_cov_2.442765","Leviviricetes"
"T0-R-Dry-soil-A_NODE_2462_length_987_cov_1.512009_1","Levivirales",284,"T0-R-Dry-soil-A_NODE_2462_length_987_cov_1.512009","Leviviricetes"
"T0-R-Dry-soil-A_NODE_2515_length_981_cov_7.613187_1","Nodamuvirales",99.9,"T0-R-Dry-soil-A_NODE_2515_length_981_cov_7.613187","Magsaviricetes"
"T0-R-Dry-soil-A_NODE_258_length_1846_cov_22.577465_3","Durnavirales",172.8,"T0-R-Dry-soil-A_NODE_258_length_1846_cov_22.577465","Duplopiviricetes"
"T0-R-Dry-soil-A_NODE_27_length_3184_cov_23.543848_2","Cryppavirales",491.6,"T0-R-Dry-soil-A_NODE_27_length_3184_cov_23.543848","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_281_length_1807_cov_14.406682_1","Tolivirales",339.3,"T0-R-Dry-soil-A_NODE_281_length_1807_cov_14.406682","Tolucaviricetes"
"T0-R-Dry-soil-A_NODE_2842_length_948_cov_4.624857_1","Durnavirales",192.3,"T0-R-Dry-soil-A_NODE_2842_length_948_cov_4.624857","Duplopiviricetes"
"T0-R-Dry-soil-A_NODE_2_length_8200_cov_20.309263_1","Tymovirales",178.8,"T0-R-Dry-soil-A_NODE_2_length_8200_cov_20.309263","Alsuviricetes"
"T0-R-Dry-soil-A_NODE_3093_length_927_cov_3.346963_1","Cryppavirales",189.8,"T0-R-Dry-soil-A_NODE_3093_length_927_cov_3.346963","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_3113_length_925_cov_6.730679_1","Cryppavirales",81.3,"T0-R-Dry-soil-A_NODE_3113_length_925_cov_6.730679","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_319_length_1748_cov_16.115086_1","Kitrinoviricota",144.9,"T0-R-Dry-soil-A_NODE_319_length_1748_cov_16.115086","Kitrinoviricota"
"T0-R-Dry-soil-A_NODE_320_length_1748_cov_5.425760_1","Kitrinoviricota",162.5,"T0-R-Dry-soil-A_NODE_320_length_1748_cov_5.425760","Kitrinoviricota"
"T0-R-Dry-soil-A_NODE_332_length_1735_cov_29.036058_1","Kitrinoviricota",162.4,"T0-R-Dry-soil-A_NODE_332_length_1735_cov_29.036058","Kitrinoviricota"
"T0-R-Dry-soil-A_NODE_338_length_1730_cov_6.565401_1","Cryppavirales",220,"T0-R-Dry-soil-A_NODE_338_length_1730_cov_6.565401","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_3405_length_903_cov_4.700721_1","Ourlivirales",108.1,"T0-R-Dry-soil-A_NODE_3405_length_903_cov_4.700721","Miaviricetes"
"T0-R-Dry-soil-A_NODE_3406_length_903_cov_4.405048_1","Ourlivirales",356.1,"T0-R-Dry-soil-A_NODE_3406_length_903_cov_4.405048","Miaviricetes"
"T0-R-Dry-soil-A_NODE_3444_length_900_cov_4.422195_1","Cryppavirales",67.5,"T0-R-Dry-soil-A_NODE_3444_length_900_cov_4.422195","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_360_length_1695_cov_33.414409_1","Kitrinoviricota",169.1,"T0-R-Dry-soil-A_NODE_360_length_1695_cov_33.414409","Kitrinoviricota"
"T0-R-Dry-soil-A_NODE_366_length_1688_cov_5.222635_1","Kitrinoviricota",158.2,"T0-R-Dry-soil-A_NODE_366_length_1688_cov_5.222635","Kitrinoviricota"
"T0-R-Dry-soil-A_NODE_36_length_2954_cov_21.128339_2","Cryppavirales",336.3,"T0-R-Dry-soil-A_NODE_36_length_2954_cov_21.128339","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_3784_length_876_cov_2.459627_1","Cryppavirales",351.8,"T0-R-Dry-soil-A_NODE_3784_length_876_cov_2.459627","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_385_length_1670_cov_2.689806_1","Wolframvirales",72.9,"T0-R-Dry-soil-A_NODE_385_length_1670_cov_2.689806","Amabiliviricetes"
"T0-R-Dry-soil-A_NODE_4307_length_845_cov_3.121447_1","Ourlivirales",352.5,"T0-R-Dry-soil-A_NODE_4307_length_845_cov_3.121447","Miaviricetes"
"T0-R-Dry-soil-A_NODE_465_length_1575_cov_7.047207_1","Chunqiuviricetes",117.2,"T0-R-Dry-soil-A_NODE_465_length_1575_cov_7.047207","Chunqiuviricetes"
"T0-R-Dry-soil-A_NODE_476_length_1566_cov_39.652174_1","Cryppavirales",224.1,"T0-R-Dry-soil-A_NODE_476_length_1566_cov_39.652174","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_489_length_1553_cov_5.196356_1","Cryppavirales",353.9,"T0-R-Dry-soil-A_NODE_489_length_1553_cov_5.196356","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_4925_length_813_cov_2.849057_1","Tolivirales",204.8,"T0-R-Dry-soil-A_NODE_4925_length_813_cov_2.849057","Tolucaviricetes"
"T0-R-Dry-soil-A_NODE_5038_length_809_cov_0.913279_1","Levivirales",224.7,"T0-R-Dry-soil-A_NODE_5038_length_809_cov_0.913279","Leviviricetes"
"T0-R-Dry-soil-A_NODE_519_length_1531_cov_4.528767_2","Cryppavirales",143.4,"T0-R-Dry-soil-A_NODE_519_length_1531_cov_4.528767","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_51_length_2708_cov_46.506257_1","Cryppavirales",487,"T0-R-Dry-soil-A_NODE_51_length_2708_cov_46.506257","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_5292_length_798_cov_3.627235_1","Ourlivirales",282.8,"T0-R-Dry-soil-A_NODE_5292_length_798_cov_3.627235","Miaviricetes"
"T0-R-Dry-soil-A_NODE_52_length_2708_cov_35.216155_1","Cryppavirales",151.4,"T0-R-Dry-soil-A_NODE_52_length_2708_cov_35.216155","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_5503_length_790_cov_1.828929_1","Ourlivirales",219.3,"T0-R-Dry-soil-A_NODE_5503_length_790_cov_1.828929","Miaviricetes"
"T0-R-Dry-soil-A_NODE_55_length_2686_cov_5.345698_1","Cryppavirales",474.2,"T0-R-Dry-soil-A_NODE_55_length_2686_cov_5.345698","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_586_length_1482_cov_17.568391_1","Wolframvirales",205.6,"T0-R-Dry-soil-A_NODE_586_length_1482_cov_17.568391","Amabiliviricetes"
"T0-R-Dry-soil-A_NODE_5_length_4628_cov_25.952381_4","Levivirales",445.9,"T0-R-Dry-soil-A_NODE_5_length_4628_cov_25.952381","Leviviricetes"
"T0-R-Dry-soil-A_NODE_60_length_2623_cov_430.309561_1","Cryppavirales",520.2,"T0-R-Dry-soil-A_NODE_60_length_2623_cov_430.309561","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_6330_length_761_cov_1.423188_1","Levivirales",229.1,"T0-R-Dry-soil-A_NODE_6330_length_761_cov_1.423188","Leviviricetes"
"T0-R-Dry-soil-A_NODE_6401_length_758_cov_2.094614_1","Ourlivirales",177.4,"T0-R-Dry-soil-A_NODE_6401_length_758_cov_2.094614","Miaviricetes"
"T0-R-Dry-soil-A_NODE_642_length_1445_cov_8.356623_1","Cryppavirales",320,"T0-R-Dry-soil-A_NODE_642_length_1445_cov_8.356623","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_6490_length_755_cov_10.204678_1","Cryppavirales",163.4,"T0-R-Dry-soil-A_NODE_6490_length_755_cov_10.204678","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_6_length_4351_cov_29.963551_1","Cryppavirales",468.7,"T0-R-Dry-soil-A_NODE_6_length_4351_cov_29.963551","Howeltoviricetes"
"T0-R-Dry-soil-A_NODE_7399_length_728_cov_3.432268_1","Ourlivirales",196.2,"T0-R-Dry-soil-A_NODE_7399_length_728_cov_3.432268","Miaviricetes"
"T0-R-Dry-soil-A_NODE_8831_length_694_cov_2.382022_1","Levivirales",238.5,"T0-R-Dry-soil-A_NODE_8831_length_694_cov_2.382022","Leviviricetes"
"T0-R-Dry-soil-A_NODE_896_length_1314_cov_9.217216_1","Tymovirales",176.3,"T0-R-Dry-soil-A_NODE_896_length_1314_cov_9.217216","Alsuviricetes"
"T0-R-Dry-soil-A_NODE_8_length_3991_cov_168.650255_1","Levivirales",435.2,"T0-R-Dry-soil-A_NODE_8_length_3991_cov_168.650255","Leviviricetes"
"T0-R-Dry-soil-A_NODE_9068_length_689_cov_1.634304_1","Levivirales",134.1,"T0-R-Dry-soil-A_NODE_9068_length_689_cov_1.634304","Leviviricetes"
"T0-R-Dry-soil-A_NODE_9104_length_688_cov_2.299838_1","Levivirales",105.7,"T0-R-Dry-soil-A_NODE_9104_length_688_cov_2.299838","Leviviricetes"
"T0-R-Dry-soil-A_NODE_930_length_1302_cov_1.845654_2","Levivirales",153,"T0-R-Dry-soil-A_NODE_930_length_1302_cov_1.845654","Leviviricetes"
"T0-R-Dry-soil-A_NODE_935_length_1301_cov_2.592683_1","Kitrinoviricota",127.8,"T0-R-Dry-soil-A_NODE_935_length_1301_cov_2.592683","Kitrinoviricota"
"T0-R-Dry-soil-A_NODE_97_length_2355_cov_3.759194_1","Cryppavirales",243.2,"T0-R-Dry-soil-A_NODE_97_length_2355_cov_3.759194","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_1050_length_1124_cov_4.572650_1","Chunqiuviricetes",83.7,"T0-R-Dry-soil-B_NODE_1050_length_1124_cov_4.572650","Chunqiuviricetes"
"T0-R-Dry-soil-B_NODE_10584_length_610_cov_3.512059_1","Kitrinoviricota",95.2,"T0-R-Dry-soil-B_NODE_10584_length_610_cov_3.512059","Kitrinoviricota"
"T0-R-Dry-soil-B_NODE_105_length_1968_cov_2.908803_1","Durnavirales",250.9,"T0-R-Dry-soil-B_NODE_105_length_1968_cov_2.908803","Duplopiviricetes"
"T0-R-Dry-soil-B_NODE_10_length_3632_cov_15.401573_1","Cryppavirales",372.2,"T0-R-Dry-soil-B_NODE_10_length_3632_cov_15.401573","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_1176_length_1089_cov_5.440079_1","Cryppavirales",72.9,"T0-R-Dry-soil-B_NODE_1176_length_1089_cov_5.440079","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_11_length_3604_cov_8.577413_1","Tymovirales",180.5,"T0-R-Dry-soil-B_NODE_11_length_3604_cov_8.577413","Alsuviricetes"
"T0-R-Dry-soil-B_NODE_1263_length_1072_cov_10.181818_1","Ourlivirales",151.3,"T0-R-Dry-soil-B_NODE_1263_length_1072_cov_10.181818","Miaviricetes"
"T0-R-Dry-soil-B_NODE_126_length_1893_cov_5.897366_2","Levivirales",426.7,"T0-R-Dry-soil-B_NODE_126_length_1893_cov_5.897366","Leviviricetes"
"T0-R-Dry-soil-B_NODE_1293_length_1066_cov_9.945729_1","Wolframvirales",113.4,"T0-R-Dry-soil-B_NODE_1293_length_1066_cov_9.945729","Amabiliviricetes"
"T0-R-Dry-soil-B_NODE_13_length_3497_cov_11.291302_1","Cryppavirales",463.8,"T0-R-Dry-soil-B_NODE_13_length_3497_cov_11.291302","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_1471_length_1028_cov_11.240334_1","Ourlivirales",287.6,"T0-R-Dry-soil-B_NODE_1471_length_1028_cov_11.240334","Miaviricetes"
"T0-R-Dry-soil-B_NODE_1524_length_1019_cov_5.094937_1","Cryppavirales",70.9,"T0-R-Dry-soil-B_NODE_1524_length_1019_cov_5.094937","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_1585_length_1011_cov_10.723404_1","Ourlivirales",122.6,"T0-R-Dry-soil-B_NODE_1585_length_1011_cov_10.723404","Miaviricetes"
"T0-R-Dry-soil-B_NODE_161_length_1800_cov_15.942741_1","Cryppavirales",438.3,"T0-R-Dry-soil-B_NODE_161_length_1800_cov_15.942741","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_1659_length_1001_cov_12.646237_1","Kitrinoviricota",97.2,"T0-R-Dry-soil-B_NODE_1659_length_1001_cov_12.646237","Kitrinoviricota"
"T0-R-Dry-soil-B_NODE_1869_length_969_cov_2.028953_1","Levivirales",300.3,"T0-R-Dry-soil-B_NODE_1869_length_969_cov_2.028953","Leviviricetes"
"T0-R-Dry-soil-B_NODE_1897_length_965_cov_7.142058_1","Cryppavirales",67.9,"T0-R-Dry-soil-B_NODE_1897_length_965_cov_7.142058","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_19_length_3119_cov_3.356627_1","Wolframvirales",153.4,"T0-R-Dry-soil-B_NODE_19_length_3119_cov_3.356627","Amabiliviricetes"
"T0-R-Dry-soil-B_NODE_1_length_4619_cov_17.173703_4","Levivirales",445.9,"T0-R-Dry-soil-B_NODE_1_length_4619_cov_17.173703","Leviviricetes"
"T0-R-Dry-soil-B_NODE_2140_length_937_cov_1.961894_2","Levivirales",149.3,"T0-R-Dry-soil-B_NODE_2140_length_937_cov_1.961894","Leviviricetes"
"T0-R-Dry-soil-B_NODE_218_length_1678_cov_9.136901_1","Kitrinoviricota",173.8,"T0-R-Dry-soil-B_NODE_218_length_1678_cov_9.136901","Kitrinoviricota"
"T0-R-Dry-soil-B_NODE_222_length_1676_cov_2.756386_1","Wolframvirales",89.9,"T0-R-Dry-soil-B_NODE_222_length_1676_cov_2.756386","Amabiliviricetes"
"T0-R-Dry-soil-B_NODE_224_length_1672_cov_21.822611_1","Durnavirales",172.8,"T0-R-Dry-soil-B_NODE_224_length_1672_cov_21.822611","Duplopiviricetes"
"T0-R-Dry-soil-B_NODE_2325_length_917_cov_1.998818_1","Levivirales",309.4,"T0-R-Dry-soil-B_NODE_2325_length_917_cov_1.998818","Leviviricetes"
"T0-R-Dry-soil-B_NODE_23_length_2940_cov_15.440920_1","Cryppavirales",336.3,"T0-R-Dry-soil-B_NODE_23_length_2940_cov_15.440920","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_2401_length_909_cov_6.581146_1","Tolivirales",78.9,"T0-R-Dry-soil-B_NODE_2401_length_909_cov_6.581146","Tolucaviricetes"
"T0-R-Dry-soil-B_NODE_24_length_2916_cov_5.138137_3","Levivirales",433,"T0-R-Dry-soil-B_NODE_24_length_2916_cov_5.138137","Leviviricetes"
"T0-R-Dry-soil-B_NODE_262_length_1596_cov_13.408525_1","Cryppavirales",442.8,"T0-R-Dry-soil-B_NODE_262_length_1596_cov_13.408525","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_2635_length_888_cov_2.396573_1","Levivirales",253.6,"T0-R-Dry-soil-B_NODE_2635_length_888_cov_2.396573","Leviviricetes"
"T0-R-Dry-soil-B_NODE_2729_length_880_cov_4.457355_2","Cryppavirales",79.1,"T0-R-Dry-soil-B_NODE_2729_length_880_cov_4.457355","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_277_length_1571_cov_113.186000_1","Cryppavirales",390.8,"T0-R-Dry-soil-B_NODE_277_length_1571_cov_113.186000","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_2_length_4346_cov_12.503392_1","Cryppavirales",468.4,"T0-R-Dry-soil-B_NODE_2_length_4346_cov_12.503392","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_314_length_1541_cov_56.417007_2","Tolivirales",162.5,"T0-R-Dry-soil-B_NODE_314_length_1541_cov_56.417007","Tolucaviricetes"
"T0-R-Dry-soil-B_NODE_334_length_1511_cov_1.709028_1","Ourlivirales",269.5,"T0-R-Dry-soil-B_NODE_334_length_1511_cov_1.709028","Miaviricetes"
"T0-R-Dry-soil-B_NODE_33_length_2680_cov_51.949406_1","Ourlivirales",443.8,"T0-R-Dry-soil-B_NODE_33_length_2680_cov_51.949406","Miaviricetes"
"T0-R-Dry-soil-B_NODE_348_length_1498_cov_2.334268_1","Wolframvirales",180.9,"T0-R-Dry-soil-B_NODE_348_length_1498_cov_2.334268","Amabiliviricetes"
"T0-R-Dry-soil-B_NODE_350_length_1496_cov_5.967018_1","Levivirales",446.6,"T0-R-Dry-soil-B_NODE_350_length_1496_cov_5.967018","Leviviricetes"
"T0-R-Dry-soil-B_NODE_35_length_2667_cov_293.775039_1","Cryppavirales",516.8,"T0-R-Dry-soil-B_NODE_35_length_2667_cov_293.775039","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_4235_length_782_cov_2.289733_1","Levivirales",151.8,"T0-R-Dry-soil-B_NODE_4235_length_782_cov_2.289733","Leviviricetes"
"T0-R-Dry-soil-B_NODE_4606_length_765_cov_13.685879_1","Levivirales",78.2,"T0-R-Dry-soil-B_NODE_4606_length_765_cov_13.685879","Leviviricetes"
"T0-R-Dry-soil-B_NODE_463_length_1403_cov_17.620871_1","Cryppavirales",343,"T0-R-Dry-soil-B_NODE_463_length_1403_cov_17.620871","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_4974_length_749_cov_7.678466_1","Cryppavirales",163.3,"T0-R-Dry-soil-B_NODE_4974_length_749_cov_7.678466","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_5967_length_713_cov_4.291277_1","Ourlivirales",330.7,"T0-R-Dry-soil-B_NODE_5967_length_713_cov_4.291277","Miaviricetes"
"T0-R-Dry-soil-B_NODE_622_length_1293_cov_37.281506_1","Kitrinoviricota",76.9,"T0-R-Dry-soil-B_NODE_622_length_1293_cov_37.281506","Kitrinoviricota"
"T0-R-Dry-soil-B_NODE_63_length_2276_cov_47.162358_1","Ourlivirales",518.8,"T0-R-Dry-soil-B_NODE_63_length_2276_cov_47.162358","Miaviricetes"
"T0-R-Dry-soil-B_NODE_697_length_1252_cov_3.675699_1","Cryppavirales",139.8,"T0-R-Dry-soil-B_NODE_697_length_1252_cov_3.675699","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_70_length_2233_cov_60.007863_1","Ourlivirales",493.4,"T0-R-Dry-soil-B_NODE_70_length_2233_cov_60.007863","Miaviricetes"
"T0-R-Dry-soil-B_NODE_786_length_1209_cov_2.910369_1","Levivirales",253,"T0-R-Dry-soil-B_NODE_786_length_1209_cov_2.910369","Leviviricetes"
"T0-R-Dry-soil-B_NODE_7_length_3868_cov_10.290492_1","Cryppavirales",386.3,"T0-R-Dry-soil-B_NODE_7_length_3868_cov_10.290492","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_801_length_1204_cov_4.164166_1","Ourlivirales",323.5,"T0-R-Dry-soil-B_NODE_801_length_1204_cov_4.164166","Miaviricetes"
"T0-R-Dry-soil-B_NODE_8236_length_653_cov_1.953608_1","Levivirales",161,"T0-R-Dry-soil-B_NODE_8236_length_653_cov_1.953608","Leviviricetes"
"T0-R-Dry-soil-B_NODE_8415_length_649_cov_4.243945_1","Levivirales",180.5,"T0-R-Dry-soil-B_NODE_8415_length_649_cov_4.243945","Leviviricetes"
"T0-R-Dry-soil-B_NODE_85_length_2064_cov_207.041646_1","Wolframvirales",210.8,"T0-R-Dry-soil-B_NODE_85_length_2064_cov_207.041646","Amabiliviricetes"
"T0-R-Dry-soil-B_NODE_8976_length_638_cov_3.003527_1","Cryppavirales",176.4,"T0-R-Dry-soil-B_NODE_8976_length_638_cov_3.003527","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_8_length_3734_cov_89.880426_1","Cryppavirales",444.2,"T0-R-Dry-soil-B_NODE_8_length_3734_cov_89.880426","Howeltoviricetes"
"T0-R-Dry-soil-B_NODE_9099_length_636_cov_1.339823_1","Levivirales",243.8,"T0-R-Dry-soil-B_NODE_9099_length_636_cov_1.339823","Leviviricetes"
"T0-R-Dry-soil-B_NODE_913_length_1164_cov_18.352242_1","Ourlivirales",418.1,"T0-R-Dry-soil-B_NODE_913_length_1164_cov_18.352242","Miaviricetes"
"T0-R-Dry-soil-B_NODE_960_length_1148_cov_27.949861_1","Durnavirales",79.4,"T0-R-Dry-soil-B_NODE_960_length_1148_cov_27.949861","Duplopiviricetes"
"T0-R-Dry-soil-B_NODE_96_length_1996_cov_4.470130_2","Durnavirales",228.9,"T0-R-Dry-soil-B_NODE_96_length_1996_cov_4.470130","Duplopiviricetes"
"T0-R-Dry-soil-B_NODE_999_length_1136_cov_4.689202_1","Wolframvirales",85.9,"T0-R-Dry-soil-B_NODE_999_length_1136_cov_4.689202","Amabiliviricetes"
"T0-R-Dry-soil-B_NODE_9_length_3652_cov_28.165875_1","Levivirales",387.9,"T0-R-Dry-soil-B_NODE_9_length_3652_cov_28.165875","Leviviricetes"
"T0-R-Dry-soil-C_NODE_10043_length_670_cov_2.572621_1","Cryppavirales",269.9,"T0-R-Dry-soil-C_NODE_10043_length_670_cov_2.572621","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_101_length_2330_cov_42.440460_1","Ourlivirales",421.3,"T0-R-Dry-soil-C_NODE_101_length_2330_cov_42.440460","Miaviricetes"
"T0-R-Dry-soil-C_NODE_10653_length_659_cov_4.098639_1","Ourlivirales",306.1,"T0-R-Dry-soil-C_NODE_10653_length_659_cov_4.098639","Miaviricetes"
"T0-R-Dry-soil-C_NODE_107_length_2280_cov_2.403350_1","Cryppavirales",373.2,"T0-R-Dry-soil-C_NODE_107_length_2280_cov_2.403350","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_1120_length_1227_cov_18.269896_1","Kitrinoviricota",77.1,"T0-R-Dry-soil-C_NODE_1120_length_1227_cov_18.269896","Kitrinoviricota"
"T0-R-Dry-soil-C_NODE_125_length_2197_cov_5.617592_1","Ourlivirales",432,"T0-R-Dry-soil-C_NODE_125_length_2197_cov_5.617592","Miaviricetes"
"T0-R-Dry-soil-C_NODE_126_length_2186_cov_7.472813_3","Levivirales",248,"T0-R-Dry-soil-C_NODE_126_length_2186_cov_7.472813","Leviviricetes"
"T0-R-Dry-soil-C_NODE_12705_length_627_cov_3.354317_1","Ourlivirales",302.8,"T0-R-Dry-soil-C_NODE_12705_length_627_cov_3.354317","Miaviricetes"
"T0-R-Dry-soil-C_NODE_129_length_2176_cov_9.131591_1","Cryppavirales",304.8,"T0-R-Dry-soil-C_NODE_129_length_2176_cov_9.131591","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_13097_length_622_cov_2.174229_1","Levivirales",220.8,"T0-R-Dry-soil-C_NODE_13097_length_622_cov_2.174229","Leviviricetes"
"T0-R-Dry-soil-C_NODE_131_length_2173_cov_10.677926_2","Durnavirales",230.6,"T0-R-Dry-soil-C_NODE_131_length_2173_cov_10.677926","Duplopiviricetes"
"T0-R-Dry-soil-C_NODE_13551_length_616_cov_2.948624_1","Levivirales",268.9,"T0-R-Dry-soil-C_NODE_13551_length_616_cov_2.948624","Leviviricetes"
"T0-R-Dry-soil-C_NODE_13843_length_612_cov_3.536044_1","Levivirales",267.5,"T0-R-Dry-soil-C_NODE_13843_length_612_cov_3.536044","Leviviricetes"
"T0-R-Dry-soil-C_NODE_1391_length_1160_cov_5.011938_1","Ourlivirales",129.3,"T0-R-Dry-soil-C_NODE_1391_length_1160_cov_5.011938","Miaviricetes"
"T0-R-Dry-soil-C_NODE_13998_length_610_cov_5.797774_1","Cryppavirales",145.8,"T0-R-Dry-soil-C_NODE_13998_length_610_cov_5.797774","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_14005_length_610_cov_4.174397_1","Levivirales",128.5,"T0-R-Dry-soil-C_NODE_14005_length_610_cov_4.174397","Leviviricetes"
"T0-R-Dry-soil-C_NODE_145_length_2121_cov_6.520488_2","Levivirales",455.8,"T0-R-Dry-soil-C_NODE_145_length_2121_cov_6.520488","Leviviricetes"
"T0-R-Dry-soil-C_NODE_1585_length_1119_cov_2.197519_1","Kitrinoviricota",149.3,"T0-R-Dry-soil-C_NODE_1585_length_1119_cov_2.197519","Kitrinoviricota"
"T0-R-Dry-soil-C_NODE_1653_length_1105_cov_5.682785_1","Ourlivirales",303.4,"T0-R-Dry-soil-C_NODE_1653_length_1105_cov_5.682785","Miaviricetes"
"T0-R-Dry-soil-C_NODE_16_length_3306_cov_16.274189_1","Cryppavirales",503.8,"T0-R-Dry-soil-C_NODE_16_length_3306_cov_16.274189","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_1875_length_1065_cov_4.079477_1","Ellioviricetes",114.8,"T0-R-Dry-soil-C_NODE_1875_length_1065_cov_4.079477","Ellioviricetes"
"T0-R-Dry-soil-C_NODE_187_length_2016_cov_8.859126_1","Cryppavirales",495.4,"T0-R-Dry-soil-C_NODE_187_length_2016_cov_8.859126","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_1888_length_1064_cov_5.198389_1","Ourlivirales",110.7,"T0-R-Dry-soil-C_NODE_1888_length_1064_cov_5.198389","Miaviricetes"
"T0-R-Dry-soil-C_NODE_1_length_4627_cov_24.402327_4","Levivirales",445.9,"T0-R-Dry-soil-C_NODE_1_length_4627_cov_24.402327","Leviviricetes"
"T0-R-Dry-soil-C_NODE_2011_length_1046_cov_12.686154_1","Wolframvirales",110.9,"T0-R-Dry-soil-C_NODE_2011_length_1046_cov_12.686154","Amabiliviricetes"
"T0-R-Dry-soil-C_NODE_2022_length_1045_cov_7.044148_1","Cryppavirales",205.5,"T0-R-Dry-soil-C_NODE_2022_length_1045_cov_7.044148","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_214_length_1958_cov_5.255432_1","Cryppavirales",427.1,"T0-R-Dry-soil-C_NODE_214_length_1958_cov_5.255432","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_2162_length_1026_cov_2.215707_1","Levivirales",188.1,"T0-R-Dry-soil-C_NODE_2162_length_1026_cov_2.215707","Leviviricetes"
"T0-R-Dry-soil-C_NODE_2446_length_993_cov_3.579176_1","Cryppavirales",52,"T0-R-Dry-soil-C_NODE_2446_length_993_cov_3.579176","Howeltoviricetes"
"T0-R-Dry-soil-C_NODE_2486_length_989_cov_2.469499_1","Levivirales",363.8,"T0-R-Dry-soil-C_NODE_2486_length_989_cov_2.469499","Leviviricetes"
